Area,Median earning,Population_16+,Earning range,Count,Population_18+,BA/BS_18+
"Hawaii County, Hawaii",52085,58672,"9,999 or less",1191,164489.0,48842.0
"Honolulu County, Hawaii",61388,372829,"9,999 or less",4340,787913.0,288076.0
"Kauai County, Hawaii",55476,26555,"9,999 or less",207,58423.0,16802.0
"Maui County, Hawaii",55597,57361,"9,999 or less",993,130406.0,38065.0
"Ada County, Idaho",62035,193903,"9,999 or less",2850,412016.0,167234.0
"Bannock County, Idaho",52391,27409,"9,999 or less",526,67957.0,21160.0
"Bonneville County, Idaho",53538,42831,"9,999 or less",734,93076.0,26915.0
"Canyon County, Idaho",50443,92452,"9,999 or less",1547,189930.0,44132.0
"Kootenai County, Idaho",51355,59864,"9,999 or less",542,144070.0,42836.0
"Twin Falls County, Idaho",46648,33931,"9,999 or less",830,70775.0,13004.0
"Champaign County, Illinois",53487,69779,"9,999 or less",1209,166539.0,65855.0
"Cook County, Illinois",66078,1927755,"9,999 or less",27973,4031646.0,1657778.0
"DeKalb County, Illinois",61159,34298,"9,999 or less",511,78920.0,21495.0
"DuPage County, Illinois",75807,362278,"9,999 or less",4075,719596.0,352495.0
"Kane County, Illinois",62252,200461,"9,999 or less",2656,394416.0,144128.0
"Kankakee County, Illinois",52364,36069,"9,999 or less",452,81973.0,15469.0
"Kendall County, Illinois",65674,56742,"9,999 or less",935,102765.0,35623.0
"Lake County, Illinois",70689,277135,"9,999 or less",3685,546551.0,237443.0
"LaSalle County, Illinois",55260,36794,"9,999 or less",380,85879.0,15585.0
"McHenry County, Illinois",65322,125834,"9,999 or less",1771,242611.0,81672.0
"McLean County, Illinois",66699,61513,"9,999 or less",373,134874.0,56556.0
"Macon County, Illinois",52390,32573,"9,999 or less",411,77974.0,16828.0
"Madison County, Illinois",57362,97908,"9,999 or less",1521,208215.0,66279.0
"Peoria County, Illinois",57834,54054,"9,999 or less",726,135274.0,44855.0
"Rock Island County, Illinois",53619,48094,"9,999 or less",1036,109685.0,25186.0
"St. Clair County, Illinois",56514,85584,"9,999 or less",1847,194118.0,54653.0
"Sangamon County, Illinois",56948,71167,"9,999 or less",711,151879.0,54245.0
"Tazewell County, Illinois",57370,46157,"9,999 or less",763,101731.0,28354.0
"Vermilion County, Illinois",45991,21641,"9,999 or less",490,55007.0,8395.0
"Will County, Illinois",66619,269473,"9,999 or less",3552,537626.0,181803.0
"Williamson County, Illinois",52338,20569,"9,999 or less",314,52399.0,12657.0
"Winnebago County, Illinois",50515,91697,"9,999 or less",1041,215493.0,46687.0
"Allen County, Indiana",51898,140074,"9,999 or less",1667,294904.0,88346.0
"Bartholomew County, Indiana",65866,32270,"9,999 or less",304,64175.0,21213.0
"Boone County, Indiana",73897,,"9,999 or less",,56587.0,28394.0
"Clark County, Indiana",53168,50832,"9,999 or less",281,98223.0,24582.0
"Delaware County, Indiana",47768,33811,"9,999 or less",725,91960.0,22526.0
"Elkhart County, Indiana",46664,70760,"9,999 or less",908,150519.0,28529.0
"Floyd County, Indiana",56449,30052,"9,999 or less",94,63005.0,16874.0
"Grant County, Indiana",46370,19118,"9,999 or less",347,51942.0,9755.0
"Hamilton County, Indiana",79172,154087,"9,999 or less",2010,278719.0,167364.0
"Hancock County, Indiana",61919,33938,"9,999 or less",309,66682.0,22179.0
"Hendricks County, Indiana",63590,73129,"9,999 or less",1602,140855.0,49395.0
"Howard County, Indiana",52267,27444,"9,999 or less",158,64599.0,14482.0
"Johnson County, Indiana",60441,69293,"9,999 or less",601,127366.0,41626.0
"Kosciusko County, Indiana",51757,29265,"9,999 or less",212,61555.0,14444.0
"Lake County, Indiana",53478,171342,"9,999 or less",2771,385231.0,90559.0
"LaPorte County, Indiana",54197,35575,"9,999 or less",455,88095.0,19463.0
"Madison County, Indiana",52897,43514,"9,999 or less",471,104273.0,20078.0
"Marion County, Indiana",52393,372005,"9,999 or less",5239,727835.0,250433.0
"Monroe County, Indiana",58360,44534,"9,999 or less",514,117387.0,49865.0
"Morgan County, Indiana",60677,27342,"9,999 or less",243,57456.0,11801.0
"Porter County, Indiana",57430,64220,"9,999 or less",900,138290.0,37752.0
"St. Joseph County, Indiana",51203,90717,"9,999 or less",1207,209731.0,62571.0
"Tippecanoe County, Indiana",52512,65225,"9,999 or less",1079,150646.0,51534.0
"Vanderburgh County, Indiana",51546,64355,"9,999 or less",792,140743.0,34993.0
"Vigo County, Indiana",44733,34721,"9,999 or less",445,84778.0,20202.0
"Warrick County, Indiana",56098,,"9,999 or less",,51399.0,18179.0
"Wayne County, Indiana",49814,20880,"9,999 or less",322,51983.0,10151.0
"Black Hawk County, Iowa",51272,45204,"9,999 or less",653,102339.0,27514.0
"Dallas County, Iowa",70350,47351,"9,999 or less",608,81928.0,37818.0
"Dubuque County, Iowa",52487,37539,"9,999 or less",1074,77038.0,24950.0
"Johnson County, Iowa",59921,55279,"9,999 or less",521,127303.0,57649.0
"Linn County, Iowa",59272,86551,"9,999 or less",1159,177988.0,57339.0
"Polk County, Iowa",58789,206956,"9,999 or less",1405,383731.0,145963.0
"Pottawattamie County, Iowa",52460,37582,"9,999 or less",565,72051.0,14220.0
"Scott County, Iowa",61182,64794,"9,999 or less",592,134460.0,48472.0
"Story County, Iowa",58930,32229,"9,999 or less",514,82336.0,32392.0
"Woodbury County, Iowa",52020,36396,"9,999 or less",823,79264.0,15096.0
"Butler County, Kansas",56079,25060,"9,999 or less",393,51857.0,16742.0
"Douglas County, Kansas",56706,41721,"9,999 or less",845,99483.0,44066.0
"Johnson County, Kansas",72282,260599,"9,999 or less",2167,477859.0,257769.0
"Leavenworth County, Kansas",55310,,"9,999 or less",,63838.0,21746.0
"Riley County, Kansas",42846,28978,"9,999 or less",518,59993.0,20442.0
"Sedgwick County, Kansas",51331,194938,"9,999 or less",3850,398376.0,116427.0
"Shawnee County, Kansas",51381,61951,"9,999 or less",598,137140.0,40599.0
"Wyandotte County, Kansas",45321,59743,"9,999 or less",979,120751.0,23423.0
"Boone County, Kentucky",64162,53234,"9,999 or less",755,104953.0,36473.0
"Bullitt County, Kentucky",52696,33854,"9,999 or less",660,66810.0,11840.0
"Campbell County, Kentucky",57281,38646,"9,999 or less",135,75064.0,27152.0
"Christian County, Kentucky",44485,25513,"9,999 or less",489,51366.0,10283.0
"Daviess County, Kentucky",46224,37117,"9,999 or less",469,78541.0,18677.0
"Fayette County, Kentucky",55906,118763,"9,999 or less",1916,253771.0,112721.0
"Hardin County, Kentucky",47655,42652,"9,999 or less",177,85084.0,18755.0
"Jefferson County, Kentucky",55170,276586,"9,999 or less",3080,601262.0,208335.0
"Kenton County, Kentucky",60312,67079,"9,999 or less",1119,131935.0,47425.0
"McCracken County, Kentucky",52421,,"9,999 or less",,52590.0,12556.0
"Madison County, Kentucky",50528,35814,"9,999 or less",1121,76630.0,24594.0
"Oldham County, Kentucky",75527,25802,"9,999 or less",112,53195.0,22491.0
"Pulaski County, Kentucky",45837,20708,"9,999 or less",382,51419.0,8674.0
"Warren County, Kentucky",46767,53554,"9,999 or less",1863,108827.0,32200.0
"Ascension Parish, Louisiana",58431,52985,"9,999 or less",1296,97315.0,24043.0
"Bossier Parish, Louisiana",52069,49877,"9,999 or less",862,98639.0,23462.0
"Caddo Parish, Louisiana",45914,71887,"9,999 or less",1041,173611.0,44694.0
"Calcasieu Parish, Louisiana",51754,69777,"9,999 or less",1282,153549.0,38517.0
"East Baton Rouge Parish, Louisiana",52032,151837,"9,999 or less",1945,347618.0,112747.0
"Iberia Parish, Louisiana",46846,,"9,999 or less",,51048.0,8055.0
"Jefferson Parish, Louisiana",51251,148263,"9,999 or less",2810,328564.0,92438.0
"Lafayette Parish, Louisiana",49740,92512,"9,999 or less",1109,189466.0,57912.0
"Lafourche Parish, Louisiana",50046,29164,"9,999 or less",629,73549.0,14864.0
"Livingston Parish, Louisiana",53137,51984,"9,999 or less",1345,111806.0,18468.0
"Orleans Parish, Louisiana",53667,124413,"9,999 or less",2894,292963.0,120324.0
"Ouachita Parish, Louisiana",48479,51537,"9,999 or less",957,119353.0,33874.0
"Rapides Parish, Louisiana",47044,40414,"9,999 or less",473,95153.0,19482.0
"St. Landry Parish, Louisiana",40468,,"9,999 or less",,59757.0,8159.0
"St. Tammany Parish, Louisiana",59093,95229,"9,999 or less",1165,211055.0,73618.0
"Tangipahoa Parish, Louisiana",49942,45229,"9,999 or less",711,103940.0,20883.0
"Terrebonne Parish, Louisiana",49643,34759,"9,999 or less",1315,78258.0,14486.0
"Androscoggin County, Maine",54292,36979,"9,999 or less",194,90637.0,19754.0
"Aroostook County, Maine",51112,22561,"9,999 or less",211,54930.0,14181.0
"Cumberland County, Maine",66977,122838,"9,999 or less",1513,255110.0,133103.0
"Kennebec County, Maine",53247,44274,"9,999 or less",288,103715.0,29728.0
"Penobscot County, Maine",51140,52253,"9,999 or less",454,128590.0,35612.0
"York County, Maine",62392,83045,"9,999 or less",727,181288.0,65379.0
"Allegany County, Maryland",52133,17669,"9,999 or less",430,55670.0,10325.0
"Anne Arundel County, Maryland",77738,254436,"9,999 or less",2354,460747.0,198550.0
"Baltimore County, Maryland",65960,328191,"9,999 or less",3348,661544.0,259562.0
"Calvert County, Maryland",81902,,"9,999 or less",,72909.0,24271.0
"Carroll County, Maryland",75491,71373,"9,999 or less",1192,137463.0,53948.0
"Cecil County, Maryland",69798,40758,"9,999 or less",374,82413.0,19619.0
"Charles County, Maryland",72973,71644,"9,999 or less",1013,131242.0,39266.0
"Frederick County, Maryland",80177,120953,"9,999 or less",1747,224827.0,99235.0
"Harford County, Maryland",72120,108039,"9,999 or less",1265,206050.0,79611.0
"Howard County, Maryland",92871,141847,"9,999 or less",893,256950.0,150491.0
"Montgomery County, Maryland",83987,431142,"9,999 or less",4829,819626.0,469657.0
"Prince George's County, Maryland",65279,396793,"9,999 or less",7358,740757.0,255503.0
"St. Mary's County, Maryland",73166,,"9,999 or less",,88521.0,29260.0
"Washington County, Maryland",56596,55185,"9,999 or less",325,122221.0,25959.0
"Wicomico County, Maryland",53101,37154,"9,999 or less",1357,82179.0,20204.0
"Baltimore city, Maryland",56887,211504,"9,999 or less",3284,447403.0,155635.0
"Barnstable County, Massachusetts",70484,75565,"9,999 or less",1910,200138.0,93436.0
"Berkshire County, Massachusetts",65649,42427,"9,999 or less",835,106773.0,38697.0
"Bristol County, Massachusetts",65348,216204,"9,999 or less",1801,463619.0,137569.0
"Essex County, Massachusetts",73002,306689,"9,999 or less",3320,642878.0,254093.0
"Franklin County, Massachusetts",60059,24843,"9,999 or less",920,59280.0,23850.0
"Hampden County, Massachusetts",60860,153550,"9,999 or less",2653,365207.0,99152.0
"Hampshire County, Massachusetts",65759,50283,"9,999 or less",358,141171.0,55228.0
"Middlesex County, Massachusetts",89194,659184,"9,999 or less",5555,1310016.0,737147.0
"Norfolk County, Massachusetts",93308,288726,"9,999 or less",3585,580034.0,327329.0
"Plymouth County, Massachusetts",78866,191695,"9,999 or less",2547,426138.0,166102.0
"Suffolk County, Massachusetts",79099,309999,"9,999 or less",3912,646910.0,306502.0
"Worcester County, Massachusetts",70255,319722,"9,999 or less",3762,690405.0,267364.0
"Allegan County, Michigan",55919,46363,"9,999 or less",1004,93881.0,26628.0
"Bay County, Michigan",50586,34471,"9,999 or less",353,82673.0,17678.0
"Berrien County, Michigan",54455,49051,"9,999 or less",818,120079.0,35529.0
"Calhoun County, Michigan",47835,44061,"9,999 or less",654,102982.0,20984.0
"Clinton County, Michigan",65509,30843,"9,999 or less",678,63013.0,24200.0
"Eaton County, Michigan",57011,40013,"9,999 or less",1045,86706.0,24378.0
"Genesee County, Michigan",52716,122431,"9,999 or less",2048,313305.0,67024.0
"Grand Traverse County, Michigan",59904,33883,"9,999 or less",172,78161.0,30868.0
"Ingham County, Michigan",56144,90108,"9,999 or less",1327,229780.0,78064.0
"Ionia County, Michigan",51849,21807,"9,999 or less",58,51121.0,10228.0
"Jackson County, Michigan",51409,50452,"9,999 or less",746,126421.0,28440.0
"Kalamazoo County, Michigan",57418,94988,"9,999 or less",641,206726.0,76514.0
"Kent County, Michigan",60455,248717,"9,999 or less",2525,507844.0,197823.0
"Lapeer County, Michigan",52316,29917,"9,999 or less",651,71001.0,13103.0
"Lenawee County, Michigan",51763,30937,"9,999 or less",454,77672.0,16002.0
"Livingston County, Michigan",72950,76372,"9,999 or less",818,157434.0,57738.0
"Macomb County, Michigan",60084,319060,"9,999 or less",4259,695937.0,181417.0
"Marquette County, Michigan",50586,20612,"9,999 or less",307,55530.0,18117.0
"Midland County, Michigan",61819,27369,"9,999 or less",182,66654.0,21176.0
"Monroe County, Michigan",60658,51936,"9,999 or less",368,123171.0,28881.0
"Montcalm County, Michigan",50520,22694,"9,999 or less",293,53983.0,8075.0
"Muskegon County, Michigan",50370,55792,"9,999 or less",1410,137089.0,27488.0
"Oakland County, Michigan",74571,497545,"9,999 or less",6139,1015768.0,488849.0
"Ottawa County, Michigan",60395,105247,"9,999 or less",1163,234629.0,81929.0
"Saginaw County, Michigan",50190,58445,"9,999 or less",692,148106.0,30475.0
"St. Clair County, Michigan",54251,54953,"9,999 or less",1039,127824.0,24015.0
"Shiawassee County, Michigan",50285,23685,"9,999 or less",580,54173.0,9893.0
"Van Buren County, Michigan",52021,24855,"9,999 or less",363,58539.0,14404.0
"Washtenaw County, Michigan",71750,125521,"9,999 or less",2624,299927.0,155439.0
"Wayne County, Michigan",53874,548488,"9,999 or less",9842,1339689.0,341849.0
"Anoka County, Minnesota",64906,151176,"9,999 or less",1169,284449.0,90723.0
"Blue Earth County, Minnesota",57629,22563,"9,999 or less",342,56283.0,16334.0
"Carver County, Minnesota",81198,47040,"9,999 or less",927,83547.0,41434.0
"Clay County, Minnesota",61041,23645,"9,999 or less",352,50216.0,17897.0
"Crow Wing County, Minnesota",60325,23175,"9,999 or less",378,54545.0,15622.0
"Dakota County, Minnesota",70540,179540,"9,999 or less",1777,341121.0,145435.0
"Hennepin County, Minnesota",75641,498459,"9,999 or less",4804,989486.0,512194.0
"Olmsted County, Minnesota",69165,62570,"9,999 or less",324,125842.0,59061.0
"Ramsey County, Minnesota",62134,195778,"9,999 or less",1738,413891.0,181572.0
"Rice County, Minnesota",62278,21686,"9,999 or less",493,53904.0,12686.0
"St. Louis County, Minnesota",56983,65158,"9,999 or less",712,163794.0,50591.0
"Scott County, Minnesota",72115,60970,"9,999 or less",592,116074.0,43682.0
"Sherburne County, Minnesota",65674,38883,"9,999 or less",365,75887.0,21546.0
"Stearns County, Minnesota",52156,57132,"9,999 or less",740,123261.0,33967.0
"Washington County, Minnesota",78357,106854,"9,999 or less",729,212816.0,102917.0
"Wright County, Minnesota",67141,63340,"9,999 or less",640,110470.0,35098.0
"DeSoto County, Mississippi",54716,76688,"9,999 or less",2403,145706.0,39850.0
"Forrest County, Mississippi",41267,,"9,999 or less",,60331.0,18325.0
"Harrison County, Mississippi",46780,70823,"9,999 or less",1161,161588.0,42173.0
"Hinds County, Mississippi",42060,76560,"9,999 or less",2200,165013.0,45456.0
"Jackson County, Mississippi",52383,55074,"9,999 or less",631,113273.0,28835.0
"Jones County, Mississippi",43325,,"9,999 or less",,50404.0,9615.0
"Lamar County, Mississippi",50688,,"9,999 or less",,51085.0,17160.0
"Lauderdale County, Mississippi",41694,,"9,999 or less",,54144.0,10796.0
"Lee County, Mississippi",46676,29195,"9,999 or less",802,62356.0,17215.0
"Madison County, Mississippi",54636,44945,"9,999 or less",480,85635.0,39439.0
"Rankin County, Mississippi",51404,57009,"9,999 or less",1253,124962.0,37868.0
"Boone County, Missouri",55741,69540,"9,999 or less",889,151483.0,64542.0
"Buchanan County, Missouri",46872,28812,"9,999 or less",616,64100.0,11879.0
"Cape Girardeau County, Missouri",50462,30749,"9,999 or less",302,64940.0,18244.0
"Cass County, Missouri",56910,41667,"9,999 or less",218,85862.0,25082.0
"Christian County, Missouri",54794,32233,"9,999 or less",665,70380.0,21934.0
"Clay County, Missouri",61672,107858,"9,999 or less",1100,198767.0,71505.0
"Cole County, Missouri",52384,31572,"9,999 or less",301,60806.0,22938.0
"Franklin County, Missouri",50649,40673,"9,999 or less",431,83498.0,21855.0
"Greene County, Missouri",48455,110881,"9,999 or less",950,241458.0,67026.0
"Jackson County, Missouri",55084,280304,"9,999 or less",3725,553200.0,183830.0
"Jasper County, Missouri",44530,42856,"9,999 or less",827,94515.0,22016.0
"Jefferson County, Missouri",60304,89773,"9,999 or less",898,179739.0,43414.0
"Platte County, Missouri",68626,44123,"9,999 or less",121,86288.0,40930.0
"St. Charles County, Missouri",70091,168399,"9,999 or less",1449,323866.0,126852.0
"St. Francois County, Missouri",44770,19530,"9,999 or less",38,53195.0,8334.0
"St. Louis County, Missouri",65344,370418,"9,999 or less",4283,771816.0,352191.0
"St. Louis city, Missouri",57918,113218,"9,999 or less",692,230938.0,101485.0
"Cascade County, Montana",51978,29902,"9,999 or less",627,66138.0,18640.0
"Flathead County, Montana",51823,39391,"9,999 or less",665,89228.0,30916.0
"Gallatin County, Montana",64110,49095,"9,999 or less",722,103253.0,45651.0
"Lewis and Clark County, Montana",61413,24109,"9,999 or less",3,59203.0,21379.0
"Missoula County, Montana",50628,47355,"9,999 or less",552,100373.0,42064.0
"Yellowstone County, Montana",56312,61807,"9,999 or less",968,132004.0,38599.0
"Douglas County, Nebraska",60021,233288,"9,999 or less",4708,441789.0,179507.0
"Lancaster County, Nebraska",55393,120749,"9,999 or less",2075,254107.0,95979.0
"Sarpy County, Nebraska",62182,85390,"9,999 or less",395,148080.0,55405.0
"Clark County, Nevada",51471,858077,"9,999 or less",14265,1824661.0,486349.0
"Washoe County, Nevada",59048,183244,"9,999 or less",2908,396438.0,130825.0
"Belknap County, New Hampshire",60665,24237,"9,999 or less",24,53857.0,18101.0
"Cheshire County, New Hampshire",57878,30352,"9,999 or less",582,64293.0,22373.0
"Grafton County, New Hampshire",61594,32470,"9,999 or less",661,78840.0,33613.0
"Hillsborough County, New Hampshire",70852,182999,"9,999 or less",2250,344718.0,138119.0
"Merrimack County, New Hampshire",61421,60615,"9,999 or less",734,128931.0,48693.0
"Rockingham County, New Hampshire",75863,126539,"9,999 or less",1290,262094.0,113147.0
"Strafford County, New Hampshire",64317,53434,"9,999 or less",265,110051.0,34628.0
"Atlantic County, New Jersey",57009,92207,"9,999 or less",1003,218632.0,68222.0
"Bergen County, New Jersey",80825,373057,"9,999 or less",3532,759496.0,385650.0
"Burlington County, New Jersey",72773,181292,"9,999 or less",2052,373428.0,150646.0
"Camden County, New Jersey",62326,191245,"9,999 or less",2992,407618.0,138561.0
"Cape May County, New Jersey",76290,30394,"9,999 or less",225,79009.0,30856.0
"Cumberland County, New Jersey",42787,50734,"9,999 or less",958,115390.0,19566.0
"Essex County, New Jersey",66986,310655,"9,999 or less",4194,652302.0,243329.0
"Gloucester County, New Jersey",70155,111929,"9,999 or less",1040,243230.0,81181.0
"Hudson County, New Jersey",72178,304576,"9,999 or less",5143,568392.0,270778.0
"Hunterdon County, New Jersey",94148,51969,"9,999 or less",380,105406.0,58674.0
"Mercer County, New Jersey",71633,138556,"9,999 or less",2614,298168.0,122345.0
"Middlesex County, New Jersey",75279,325101,"9,999 or less",3845,680117.0,290707.0
"Monmouth County, New Jersey",87198,237279,"9,999 or less",1546,510014.0,247905.0
"Morris County, New Jersey",91705,212710,"9,999 or less",2125,409153.0,222831.0
"Ocean County, New Jersey",66671,195850,"9,999 or less",2167,494303.0,161730.0
"Passaic County, New Jersey",56007,179879,"9,999 or less",2073,392911.0,113903.0
"Salem County, New Jersey",61141,21102,"9,999 or less",220,50866.0,13274.0
"Somerset County, New Jersey",89476,149975,"9,999 or less",1060,276032.0,152245.0
"Sussex County, New Jersey",72524,59296,"9,999 or less",741,118064.0,45550.0
"Union County, New Jersey",65908,229225,"9,999 or less",1971,439284.0,157086.0
"Warren County, New Jersey",67370,46023,"9,999 or less",326,89861.0,31630.0
"Bernalillo County, New Mexico",54367,239668,"9,999 or less",2596,538537.0,190114.0
"Doña Ana County, New Mexico",46654,69407,"9,999 or less",1424,174487.0,50230.0
"Lea County, New Mexico",52121,,"9,999 or less",,51319.0,7176.0
"McKinley County, New Mexico",37936,16752,"9,999 or less",674,50558.0,5254.0
"Otero County, New Mexico",39844,,"9,999 or less",,54075.0,10409.0
"Sandoval County, New Mexico",61419,50584,"9,999 or less",1037,123348.0,38904.0
"San Juan County, New Mexico",45157,36649,"9,999 or less",714,90594.0,16864.0
"Santa Fe County, New Mexico",56227,53014,"9,999 or less",1123,131854.0,56597.0
"Valencia County, New Mexico",42131,25661,"9,999 or less",960,61197.0,11125.0
"Albany County, New York",65489,117119,"9,999 or less",1893,260123.0,107799.0
"Bronx County, New York",48456,388510,"9,999 or less",7919,1031701.0,226985.0
"Broome County, New York",55795,58773,"9,999 or less",543,158886.0,46214.0
"Cattaraugus County, New York",49405,21592,"9,999 or less",453,59011.0,11808.0
"Cayuga County, New York",52849,26123,"9,999 or less",92,60381.0,14729.0
"Chautauqua County, New York",51413,38130,"9,999 or less",581,99354.0,22014.0
"Chemung County, New York",54715,25593,"9,999 or less",717,64490.0,16794.0
"Clinton County, New York",53843,26759,"9,999 or less",31,63940.0,16098.0
"Dutchess County, New York",68784,108442,"9,999 or less",747,243157.0,90733.0
"Erie County, New York",60497,331296,"9,999 or less",4278,756716.0,269120.0
"Jefferson County, New York",49008,42743,"9,999 or less",559,87280.0,20460.0
"Kings County, New York",70248,888964,"9,999 or less",9039,2004108.0,832429.0
"Madison County, New York",58238,22583,"9,999 or less",285,54637.0,15087.0
"Monroe County, New York",61420,262144,"9,999 or less",3495,597745.0,229878.0
"Nassau County, New York",85500,504689,"9,999 or less",5693,1086193.0,502424.0
"New York County, New York",102097,655775,"9,999 or less",9243,1381291.0,860960.0
"Niagara County, New York",54691,74620,"9,999 or less",670,168091.0,42636.0
"Oneida County, New York",54543,73844,"9,999 or less",1212,179090.0,44903.0
"Onondaga County, New York",61856,164534,"9,999 or less",2790,370637.0,140618.0
"Ontario County, New York",61434,38053,"9,999 or less",932,91683.0,34033.0
"Orange County, New York",63992,138841,"9,999 or less",1222,303245.0,90816.0
"Oswego County, New York",54789,39384,"9,999 or less",565,94688.0,18577.0
"Putnam County, New York",86306,37607,"9,999 or less",276,79400.0,36978.0
"Queens County, New York",60705,828140,"9,999 or less",13032,1821344.0,637425.0
"Rensselaer County, New York",70433,57370,"9,999 or less",779,129327.0,44893.0
"Richmond County, New York",71576,171514,"9,999 or less",2937,385625.0,133087.0
"Rockland County, New York",71377,102700,"9,999 or less",1184,238797.0,91363.0
"St. Lawrence County, New York",52427,29521,"9,999 or less",462,86080.0,20725.0
"Saratoga County, New York",69380,90826,"9,999 or less",706,193627.0,81172.0
"Schenectady County, New York",64700,55627,"9,999 or less",1184,125739.0,42612.0
"Steuben County, New York",55638,29759,"9,999 or less",387,72825.0,17596.0
"Suffolk County, New York",73880,571753,"9,999 or less",4645,1210386.0,459521.0
"Sullivan County, New York",55401,27143,"9,999 or less",432,62688.0,17767.0
"Tompkins County, New York",60491,32136,"9,999 or less",237,89603.0,43032.0
"Ulster County, New York",64380,59448,"9,999 or less",660,151597.0,55355.0
"Warren County, New York",59382,25402,"9,999 or less",87,54362.0,19623.0
"Wayne County, New York",57679,31963,"9,999 or less",339,72243.0,18273.0
"Westchester County, New York",84565,367416,"9,999 or less",3827,782937.0,398013.0
"Alamance County, North Carolina",50415,66376,"9,999 or less",482,139851.0,37546.0
"Brunswick County, North Carolina",52529,45032,"9,999 or less",1104,138339.0,46125.0
"Buncombe County, North Carolina",50743,92292,"9,999 or less",916,227498.0,101925.0
"Burke County, North Carolina",42016,30221,"9,999 or less",1125,72200.0,13742.0
"Cabarrus County, North Carolina",56282,98601,"9,999 or less",755,180343.0,62871.0
"Caldwell County, North Carolina",46215,29345,"9,999 or less",368,65056.0,11181.0
"Carteret County, North Carolina",58951,24890,"9,999 or less",264,59655.0,21031.0
"Catawba County, North Carolina",47196,63017,"9,999 or less",298,129226.0,31316.0
"Chatham County, North Carolina",71796,,"9,999 or less",,66458.0,30985.0
"Cleveland County, North Carolina",50954,35656,"9,999 or less",544,78870.0,20485.0
"Craven County, North Carolina",43889,34170,"9,999 or less",390,80634.0,18530.0
"Cumberland County, North Carolina",44111,126242,"9,999 or less",3246,252646.0,63624.0
"Davidson County, North Carolina",50336,61649,"9,999 or less",1787,137525.0,28988.0
"Durham County, North Carolina",62274,139046,"9,999 or less",1131,271771.0,144683.0
"Forsyth County, North Carolina",50871,137079,"9,999 or less",1710,304928.0,116622.0
"Franklin County, North Carolina",52321,,"9,999 or less",,60490.0,14508.0
"Gaston County, North Carolina",54001,89295,"9,999 or less",691,184262.0,49026.0
"Guilford County, North Carolina",50274,202235,"9,999 or less",3262,430053.0,144261.0
"Harnett County, North Carolina",56152,44795,"9,999 or less",1224,105762.0,27762.0
"Henderson County, North Carolina",49098,39111,"9,999 or less",328,97503.0,34633.0
"Iredell County, North Carolina",54800,78152,"9,999 or less",1377,155565.0,51563.0
"Johnston County, North Carolina",55666,91904,"9,999 or less",1678,182580.0,52813.0
"Lee County, North Carolina",42056,,"9,999 or less",,51495.0,10937.0
"Lincoln County, North Carolina",52330,,"9,999 or less",,76150.0,21208.0
"Mecklenburg County, North Carolina",65020,502835,"9,999 or less",5911,901579.0,435194.0
"Moore County, North Carolina",65835,33040,"9,999 or less",415,84035.0,35312.0
"Nash County, North Carolina",51348,36574,"9,999 or less",925,75194.0,16200.0
"New Hanover County, North Carolina",57465,85633,"9,999 or less",858,196745.0,85701.0
"Onslow County, North Carolina",41281,89587,"9,999 or less",711,160936.0,29755.0
"Orange County, North Carolina",65134,52308,"9,999 or less",898,123622.0,64650.0
"Pender County, North Carolina",54248,,"9,999 or less",,53117.0,16887.0
"Pitt County, North Carolina",51505,57779,"9,999 or less",866,137852.0,41394.0
"Randolph County, North Carolina",49735,50384,"9,999 or less",475,114898.0,21060.0
"Robeson County, North Carolina",41076,34118,"9,999 or less",1004,86888.0,11075.0
"Rockingham County, North Carolina",49270,31532,"9,999 or less",459,73957.0,13036.0
"Rowan County, North Carolina",50649,53775,"9,999 or less",255,118863.0,27343.0
"Rutherford County, North Carolina",43640,20647,"9,999 or less",430,52471.0,10499.0
"Stanly County, North Carolina",51679,23085,"9,999 or less",105,51689.0,9519.0
"Surry County, North Carolina",44271,23058,"9,999 or less",354,56602.0,11691.0
"Union County, North Carolina",62081,92679,"9,999 or less",1380,191627.0,71836.0
"Wake County, North Carolina",73780,495316,"9,999 or less",6021,919576.0,502378.0
"Wayne County, North Carolina",44847,37053,"9,999 or less",465,90867.0,18190.0
"Wilkes County, North Carolina",44930,,"9,999 or less",,52999.0,9106.0
"Wilson County, North Carolina",46553,,"9,999 or less",,61019.0,11949.0
"Burleigh County, North Dakota",62985,40131,"9,999 or less",214,77088.0,28745.0
"Cass County, North Dakota",56522,82197,"9,999 or less",772,152956.0,58218.0
"Grand Forks County, North Dakota",56112,26244,"9,999 or less",189,57940.0,17260.0
"Ward County, North Dakota",55167,28148,"9,999 or less",256,51868.0,14602.0
"Allen County, Ohio",52028,34955,"9,999 or less",461,77232.0,14740.0
"Ashtabula County, Ohio",50294,30927,"9,999 or less",800,75762.0,12935.0
"Belmont County, Ohio",46639,21665,"9,999 or less",666,52815.0,11814.0
"Butler County, Ohio",57115,140673,"9,999 or less",2263,302537.0,86615.0
"Clark County, Ohio",52590,41628,"9,999 or less",687,104221.0,17839.0
"Clermont County, Ohio",61345,79969,"9,999 or less",642,165741.0,49872.0
"Columbiana County, Ohio",51770,32454,"9,999 or less",1020,80390.0,11483.0
"Cuyahoga County, Ohio",58183,434397,"9,999 or less",6589,982384.0,347610.0
